Index,Latitude,Longitude
1,20.362086,77.375013
2,20.362086,77.39016442857142
3,20.362086,77.40531585714285
4,20.362086,77.42046728571428
5,20.362086,77.43561871428571
6,20.362086,77.45077014285714
7,20.362086,77.46592157142857
8,20.362086,77.481073
9,20.370955000000002,77.375013
10,20.370955000000002,77.39016442857142
11,20.370955000000002,77.40531585714285
12,20.370955000000002,77.42046728571428
13,20.370955000000002,77.43561871428571
14,20.370955000000002,77.45077014285714
15,20.370955000000002,77.46592157142857
16,20.370955000000002,77.481073
17,20.379824000000003,77.375013
18,20.379824000000003,77.39016442857142
19,20.379824000000003,77.40531585714285
20,20.379824000000003,77.42046728571428
21,20.379824000000003,77.43561871428571
22,20.379824000000003,77.45077014285714
23,20.379824000000003,77.46592157142857
24,20.379824000000003,77.481073
25,20.388693000000004,77.375013
26,20.388693000000004,77.39016442857142
27,20.388693000000004,77.40531585714285
28,20.388693000000004,77.42046728571428
29,20.388693000000004,77.43561871428571
30,20.388693000000004,77.45077014285714
31,20.388693000000004,77.46592157142857
32,20.388693000000004,77.481073
33,20.397562000000004,77.375013
34,20.397562000000004,77.39016442857142
35,20.397562000000004,77.40531585714285
36,20.397562000000004,77.42046728571428
37,20.397562000000004,77.43561871428571
38,20.397562000000004,77.45077014285714
39,20.397562000000004,77.46592157142857
40,20.397562000000004,77.481073
41,20.406431000000005,77.375013
42,20.406431000000005,77.39016442857142
43,20.406431000000005,77.40531585714285
44,20.406431000000005,77.42046728571428
45,20.406431000000005,77.43561871428571
46,20.406431000000005,77.45077014285714
47,20.406431000000005,77.46592157142857
48,20.406431000000005,77.481073
49,20.415300000000006,77.375013
50,20.415300000000006,77.39016442857142
51,20.415300000000006,77.40531585714285
52,20.415300000000006,77.42046728571428
53,20.415300000000006,77.43561871428571
54,20.415300000000006,77.45077014285714
55,20.415300000000006,77.46592157142857
56,20.415300000000006,77.481073
