 14:53:51 PM ,MUMBAI,29/03/2019 0000,TTAA  79001 43003  99007 24418 00000 00075 25839 09502 92766 27672 34017 85508 24076 02509 70168 10663 09509 50588 07365 24504 40757 21563 31010 30964 33174 30032 25089 43366 29553 20236 54564 30049 15415 65762 26044 10655 73962 28528 88999 77999 31313 41708 82333=
 14:58:42 PM ,MUMBAI,29/03/2019 0000,TTAA  79001 43003  99007 24418 00000 00075 25839 09502 92766 27672 34017 85508 24076 02509 70168 10663 09509 50588 07365 24504 40757 21563 31010 30964 33174 30032 25089 43366 29553 20236 54564 30049 15415 65762 26044 10655 73962 28528 88999 77999 31313 41708 82333=
