 14:53:51 PM ,AGARTALA,29/03/2019 0000,78231 42724 99007 19617 00000 00080 25256 06503 92767 23659 34506 85500 17657 31514 70139 10476 27017 50586 06169 26526 40757 17779 26526 30964 35969 28029 25088 46565 28038 20232 55964 27041 15413 61578 28032 10658 71376 27538 88999 77999 31313 52108 82312=
 14:58:42 PM ,AGARTALA,29/03/2019 0000,78231 42724 99007 19617 00000 00080 25256 06503 92767 23659 34506 85500 17657 31514 70139 10476 27017 50586 06169 26526 40757 17779 26526 30964 35969 28029 25088 46565 28038 20232 55964 27041 15413 61578 28032 10658 71376 27538 88999 77999 31313 52108 82312=
