 14:53:51 PM ,MINICOY,29/03/2019 0000,79001 43369 99010 29036 01006 00089 30056 18501 92787 26647 33510 85527 19022 09011 70179 12668 03518 50591 04771 11512 40763 15972 10503 30974 30169 32528 25101 40380 33526 20250 52581 29518 15430 66570 25024 10667 80368 22507 88101 80168 22510 77999 31313 52108 82302
 14:58:42 PM ,MINICOY,29/03/2019 0000,79001 43369 99010 29036 01006 00089 30056 18501 92787 26647 33510 85527 19022 09011 70179 12668 03518 50591 04771 11512 40763 15972 10503 30974 30169 32528 25101 40380 33526 20250 52581 29518 15430 66570 25024 10667 80368 22507 88101 80168 22510 77999 31313 52108 82302
