 14:53:51 PM ,GOA,29/03/2019 0000,79009 43192 99002 27024 35006 00079 26635 33507 92765 23664 02020 88999 77999 31313 52108 82259=
 14:58:42 PM ,GOA,29/03/2019 0000,79009 43192 99002 27024 35006 00079 26635 33507 92765 23664 02020 88999 77999 31313 52108 82259=
