 14:53:51 PM ,NAGPUR,29/03/2019 0000,TTAA  78231 42867  99974 21063 00000 00083 ///// ///// 92770 29877 05007 85515 23472 02007 70169 11671 35519 50587 08768 33021 40756 20562 29019 30961 36765 27525 25085 43770 29039 20232 52969 30538 15412 65366 27537 10654 74764 27034 88999 77999=
 14:58:42 PM ,NAGPUR,29/03/2019 0000,TTAA  78231 42867  99974 21063 00000 00083 ///// ///// 92770 29877 05007 85515 23472 02007 70169 11671 35519 50587 08768 33021 40756 20562 29019 30961 36765 27525 25085 43770 29039 20232 52969 30538 15412 65366 27537 10654 74764 27034 88999 77999=
