TTAA 79001 43150 99003 27844 22506 00087 27239 26007 92773 22613 24512 85512\n21445 26508 70161 08202 32013 50587 04174 28016 40758 18772 25509 30965 35767\n26025 25089 46369 24529 20235 53781 26532 15415 63978 25028 10656 74775 28034\n88999 77999 31313 52108 82305,TTBB 79008 43150 00003 27844 11933 22209 22897 22812 33877 23657 44845 21033\n55831 21058 66701 08201 77681 06402 88669 07458 99634 05662 11526 05368 22521\n03771 33503 03775 44456 09975 55308 34169 66244 47570 77175 57780 88105 74375\n99100 74775 21212 00003 22506 11933 25010 22900 21513 33879 22010 44838 26510\n55821 24510 66746 28010 77724 31011 88692 31512 99666 35015 11638 33019 22605\n33015 33522 26510 44493 29019 55442 26011 66426 28013 77408 25006 88354 29515\n99335 29521 11311 26526 22296 25525 33279 27024 44265 25018 55238 24535 66232\n24032 77214 27027 88164 25525 99147 24530 11139 26038 22125 26526 33116 25534\n44108 27049 55100 28034 31313 52108 82305 41414 25531 51515 11900 00729 22800\n00725 33600 00000,TTCC 79005 43150 70860 75575 25521 50056 69577 29017 88792 81573 27025 77999\n31313 52108 82305\n',null,null,2019-03-29 14:53:46.311307
TTAA 79001 43150 99003 27844 22506 00087 27239 26007 92773 22613 24512 85512\n21445 26508 70161 08202 32013 50587 04174 28016 40758 18772 25509 30965 35767\n26025 25089 46369 24529 20235 53781 26532 15415 63978 25028 10656 74775 28034\n88999 77999 31313 52108 82305,TTBB 79008 43150 00003 27844 11933 22209 22897 22812 33877 23657 44845 21033\n55831 21058 66701 08201 77681 06402 88669 07458 99634 05662 11526 05368 22521\n03771 33503 03775 44456 09975 55308 34169 66244 47570 77175 57780 88105 74375\n99100 74775 21212 00003 22506 11933 25010 22900 21513 33879 22010 44838 26510\n55821 24510 66746 28010 77724 31011 88692 31512 99666 35015 11638 33019 22605\n33015 33522 26510 44493 29019 55442 26011 66426 28013 77408 25006 88354 29515\n99335 29521 11311 26526 22296 25525 33279 27024 44265 25018 55238 24535 66232\n24032 77214 27027 88164 25525 99147 24530 11139 26038 22125 26526 33116 25534\n44108 27049 55100 28034 31313 52108 82305 41414 25531 51515 11900 00729 22800\n00725 33600 00000,TTCC 79005 43150 70860 75575 25521 50056 69577 29017 88792 81573 27025 77999\n31313 52108 82305\n',null,null,2019-03-29 14:58:50.349053
