TTAA 79009 43192 99002 27024 35006 00079 26635 33507 92765 23664 02020 88999\n77999 31313 52108 82259,TTBB 79008 43192 00002 27024 11972 22819 22963 25048 33938 26271 44900 18059\n55893 16450 66100 ///// 21212 00002 35006 11969 27004 22957 28510 33949 33511\n44936 00524 55893 04008 66100 ///// 31313 52108 82259 41414 ///// 51515 11900\n00526 22800 00000 33600 00000,null,null,PPBB 79008 43192 90/12 35006 29006 35517 903// 02515\n',2019-03-29 14:53:44.293619
TTAA 79009 43192 99002 27024 35006 00079 26635 33507 92765 23664 02020 88999\n77999 31313 52108 82259,TTBB 79008 43192 00002 27024 11972 22819 22963 25048 33938 26271 44900 18059\n55893 16450 66100 ///// 21212 00002 35006 11969 27004 22957 28510 33949 33511\n44936 00524 55893 04008 66100 ///// 31313 52108 82259 41414 ///// 51515 11900\n00526 22800 00000 33600 00000,null,null,PPBB 79008 43192 90/12 35006 29006 35517 903// 02515\n',2019-03-29 14:58:47.979714
