TTAA 79001 42874 99975 23458 07002 00073 ///// ///// 92761 29474 02503 85505\n23066 32504 70157 11064 35524 50586 08164 31520 40756 18366 27518 30963 37560\n26027 25086 45984 25529 20232 52982 30031 15413 62579 27030 10656 73575 28034\n88999 77999 31313 52108 82320,TTBB 79008 42874 00975 23458 11969 29071 22964 29873 33927 29674 44748 13862\n55687 10266 66483 09564 77450 14162 88409 16965 99358 25367 11276 42761 22251\n45984 33166 58980 44105 72376 55100 73575 21212 00975 07002 11874 06001 22863\n00000 33861 32001 44713 35527 55647 35525 66575 32523 77544 33024 88515 30520\n99495 32021 11472 30514 22433 29531 33381 26517 44344 27522 55338 26524 66321\n27029 77286 25029 88270 26537 99251 25529 11237 27022 22224 30036 33218 30541\n44191 28527 55182 26029 66166 29034 77148 26532 88135 30036 99124 28021 11109\n27041 22100 28034 31313 52108 82320 41414 ///// 51515 11900 00000 22800 00000\n33600 00000,TTCC 79001 42874 70863 73576 29517 50062 68377 30518 30375 58380 33504 20635\n53382 30009 10094 39386 19507 88999 77999 31313 52108 82320\n',null,null,2019-03-29 14:53:49.416435
TTAA 79001 42874 99975 23458 07002 00073 ///// ///// 92761 29474 02503 85505\n23066 32504 70157 11064 35524 50586 08164 31520 40756 18366 27518 30963 37560\n26027 25086 45984 25529 20232 52982 30031 15413 62579 27030 10656 73575 28034\n88999 77999 31313 52108 82320,TTBB 79008 42874 00975 23458 11969 29071 22964 29873 33927 29674 44748 13862\n55687 10266 66483 09564 77450 14162 88409 16965 99358 25367 11276 42761 22251\n45984 33166 58980 44105 72376 55100 73575 21212 00975 07002 11874 06001 22863\n00000 33861 32001 44713 35527 55647 35525 66575 32523 77544 33024 88515 30520\n99495 32021 11472 30514 22433 29531 33381 26517 44344 27522 55338 26524 66321\n27029 77286 25029 88270 26537 99251 25529 11237 27022 22224 30036 33218 30541\n44191 28527 55182 26029 66166 29034 77148 26532 88135 30036 99124 28021 11109\n27041 22100 28034 31313 52108 82320 41414 ///// 51515 11900 00000 22800 00000\n33600 00000,TTCC 79001 42874 70863 73576 29517 50062 68377 30518 30375 58380 33504 20635\n53382 30009 10094 39386 19507 88999 77999 31313 52108 82320\n',null,null,2019-03-29 14:58:54.247999
