lat,lon,types,querys,observation_time,temp_c,temp_f,weathercode,weathericonurl,weatherdesc,windspeedmiles,windspeedkmph,winddirdegree,winddir16point,precipmm,humidity,visibility,pressure,cloudcover,feelslikec,feelslikef,uvindex,day_date,day_sunrise,day_sunset,day_moonrise,day_moonset,day_moon_phase,day_moon_illumination,day_maxtempc,day_maxtempf,day_mintempc,day_mintempf,day_totalsnow_cm,day_sunhour,day_uvindex,hour_times,hour_tempc,hour_tempf,hour_windspeedmiles,hour_windspeedkmph,hour_winddirdegree,hour_weathercode,hour_winddir16point,hour_weathericonurl,hour_weatherdesc,hour_precipmm,hour_humidity,hour_visibility,hour_pressure,hour_cloudcover,hour_heatindexc,hour_heatindexf,hour_dewpointc,hour_dewpointf,hour_windchillc,hour_windchillf,hour_windgustmiles,hour_windgustkmph,hour_feelslikec,hour_feelslikef,hour_chanceofrain,hour_chanceofremdry,hour_chanceofwindy,hour_chanceofovercast,hour_chanceofsunshine,hour_chanceoffrost,hour_chanceofhightemp,hour_chanceoffog,hour_chanceofsnow,hour_chanceofthunder,hour_uvindex,month_index,month_name,month_avgmintemp,month_avgmintemp_f,month_absmaxtemp,month_absmaxtemp_f,month_avgdailyrainfall
28.369                                            ,76.984                                            ,LatLon                                            ,Lat 28.37 and Lon 76.98                           ,03:45 PM                                          ,23                                                ,73                                                ,143                                               ,url                                               ,Haze                                              ,4                                                 ,7                                                 ,10                                                ,N                                                 ,0.0                                               ,47                                                ,4                                                 ,1013                                              ,50                                                ,25                                                ,76                                                ,0                                                 ,2019-03-18                                        ,06:29 AM                                          ,06:32 PM                                          ,03:36 PM                                          ,04:27 AM                                          ,Full Moon                                         ,98                                                ,30                                                ,87                                                ,23                                                ,73                                                ,0.0                                               ,12.0                                              ,7                                                 ,30                                                ,25                                                ,76                                                ,3                                                 ,5                                                 ,330                                               ,113                                               ,NNW                                               ,url                                               ,Clear                                             ,0.0                                               ,33                                                ,10                                                ,1012                                              ,1                                                 ,25                                                ,76                                                ,7                                                 ,45                                                ,25                                                ,76                                                ,4                                                 ,6                                                 ,25                                                ,76                                                ,0                                                 ,87                                                ,0                                                 ,25                                                ,85                                                ,0                                                 ,15                                                ,0                                                 ,0                                                 ,0                                                 ,6                                                 ,1                                                 ,January                                           ,8.6                                               ,47.5                                              ,22.55184                                          ,72.6                                              ,0.26                                              
28.360                                            ,76.977                                            ,LatLon                                            ,Lat 28.36 and Lon 76.98                           ,03:55 PM                                          ,22                                                ,72                                                ,143                                               ,url                                               ,Haze                                              ,4                                                 ,6                                                 ,30                                                ,NNE                                               ,0.0                                               ,50                                                ,4                                                 ,1013                                              ,50                                                ,24                                                ,76                                                ,0                                                 ,2019-03-18                                        ,06:29 AM                                          ,06:32 PM                                          ,03:36 PM                                          ,04:27 AM                                          ,Full Moon                                         ,98                                                ,30                                                ,87                                                ,23                                                ,73                                                ,0.0                                               ,12.0                                              ,7                                                 ,30                                                ,25                                                ,76                                                ,3                                                 ,5                                                 ,330                                               ,113                                               ,NNW                                               ,url                                               ,Clear                                             ,0.0                                               ,33                                                ,10                                                ,1012                                              ,1                                                 ,25                                                ,76                                                ,7                                                 ,45                                                ,25                                                ,76                                                ,4                                                 ,6                                                 ,25                                                ,76                                                ,0                                                 ,87                                                ,0                                                 ,25                                                ,85                                                ,0                                                 ,15                                                ,0                                                 ,0                                                 ,0                                                 ,6                                                 ,1                                                 ,January                                           ,8.6                                               ,47.5                                              ,22.55184                                          ,72.6                                              ,0.26                                              
28.353                                            ,76.971                                            ,LatLon                                            ,Lat 28.35 and Lon 76.97                           ,04:05 PM                                          ,22                                                ,72                                                ,143                                               ,url                                               ,Haze                                              ,4                                                 ,6                                                 ,30                                                ,NNE                                               ,0.0                                               ,50                                                ,4                                                 ,1013                                              ,50                                                ,24                                                ,76                                                ,0                                                 ,2019-03-18                                        ,06:29 AM                                          ,06:32 PM                                          ,03:36 PM                                          ,04:27 AM                                          ,Full Moon                                         ,98                                                ,30                                                ,87                                                ,23                                                ,73                                                ,0.0                                               ,12.0                                              ,7                                                 ,30                                                ,25                                                ,76                                                ,3                                                 ,5                                                 ,330                                               ,113                                               ,NNW                                               ,url                                               ,Clear                                             ,0.0                                               ,33                                                ,10                                                ,1012                                              ,1                                                 ,25                                                ,76                                                ,7                                                 ,45                                                ,25                                                ,76                                                ,4                                                 ,6                                                 ,25                                                ,76                                                ,0                                                 ,87                                                ,0                                                 ,25                                                ,85                                                ,0                                                 ,15                                                ,0                                                 ,0                                                 ,0                                                 ,6                                                 ,1                                                 ,January                                           ,8.6                                               ,47.5                                              ,22.55184                                          ,72.6                                              ,0.26                                              
28.345                                            ,76.964                                            ,LatLon                                            ,Lat 28.35 and Lon 76.96                           ,04:15 PM                                          ,22                                                ,72                                                ,143                                               ,url                                               ,Haze                                              ,4                                                 ,6                                                 ,30                                                ,NNE                                               ,0.0                                               ,50                                                ,4                                                 ,1013                                              ,50                                                ,24                                                ,76                                                ,0                                                 ,2019-03-18                                        ,06:29 AM                                          ,06:32 PM                                          ,03:36 PM                                          ,04:27 AM                                          ,Full Moon                                         ,98                                                ,30                                                ,87                                                ,23                                                ,73                                                ,0.0                                               ,12.0                                              ,7                                                 ,30                                                ,25                                                ,76                                                ,3                                                 ,5                                                 ,330                                               ,113                                               ,NNW                                               ,url                                               ,Clear                                             ,0.0                                               ,33                                                ,10                                                ,1012                                              ,1                                                 ,25                                                ,76                                                ,7                                                 ,45                                                ,25                                                ,76                                                ,4                                                 ,6                                                 ,25                                                ,76                                                ,0                                                 ,87                                                ,0                                                 ,25                                                ,85                                                ,0                                                 ,15                                                ,0                                                 ,0                                                 ,0                                                 ,6                                                 ,1                                                 ,January                                           ,8.6                                               ,47.5                                              ,22.55184                                          ,72.6                                              ,0.26                                              
28.328                                            ,76.951                                            ,LatLon                                            ,Lat 28.33 and Lon 76.95                           ,04:25 PM                                          ,21                                                ,70                                                ,143                                               ,url                                               ,Haze                                              ,0                                                 ,0                                                 ,0                                                 ,N                                                 ,0.0                                               ,53                                                ,3                                                 ,1013                                              ,50                                                ,21                                                ,70                                                ,0                                                 ,2019-03-18                                        ,06:29 AM                                          ,06:32 PM                                          ,03:36 PM                                          ,04:27 AM                                          ,Full Moon                                         ,98                                                ,30                                                ,87                                                ,23                                                ,73                                                ,0.0                                               ,12.0                                              ,7                                                 ,30                                                ,25                                                ,76                                                ,3                                                 ,5                                                 ,330                                               ,113                                               ,NNW                                               ,url                                               ,Clear                                             ,0.0                                               ,33                                                ,10                                                ,1012                                              ,1                                                 ,25                                                ,76                                                ,7                                                 ,45                                                ,25                                                ,76                                                ,4                                                 ,6                                                 ,25                                                ,76                                                ,0                                                 ,87                                                ,0                                                 ,25                                                ,85                                                ,0                                                 ,15                                                ,0                                                 ,0                                                 ,0                                                 ,6                                                 ,1                                                 ,January                                           ,8.6                                               ,47.5                                              ,22.55184                                          ,72.6                                              ,0.26                                              
28.316                                            ,76.940                                            ,LatLon                                            ,Lat 28.32 and Lon 76.94                           ,04:35 PM                                          ,21                                                ,70                                                ,143                                               ,url                                               ,Haze                                              ,0                                                 ,0                                                 ,0                                                 ,N                                                 ,0.0                                               ,53                                                ,3                                                 ,1013                                              ,50                                                ,21                                                ,70                                                ,0                                                 ,2019-03-18                                        ,06:29 AM                                          ,06:32 PM                                          ,03:36 PM                                          ,04:27 AM                                          ,Full Moon                                         ,98                                                ,30                                                ,87                                                ,23                                                ,73                                                ,0.0                                               ,12.0                                              ,7                                                 ,30                                                ,25                                                ,76                                                ,3                                                 ,5                                                 ,330                                               ,113                                               ,NNW                                               ,url                                               ,Clear                                             ,0.0                                               ,33                                                ,10                                                ,1012                                              ,1                                                 ,25                                                ,76                                                ,7                                                 ,45                                                ,25                                                ,76                                                ,4                                                 ,6                                                 ,25                                                ,76                                                ,0                                                 ,87                                                ,0                                                 ,25                                                ,85                                                ,0                                                 ,15                                                ,0                                                 ,0                                                 ,0                                                 ,6                                                 ,1                                                 ,January                                           ,8.6                                               ,47.5                                              ,22.55184                                          ,72.6                                              ,0.26                                              
28.299                                            ,76.927                                            ,LatLon                                            ,Lat 28.30 and Lon 76.93                           ,04:45 PM                                          ,21                                                ,70                                                ,143                                               ,url                                               ,Haze                                              ,0                                                 ,0                                                 ,0                                                 ,N                                                 ,0.0                                               ,53                                                ,3                                                 ,1013                                              ,50                                                ,21                                                ,70                                                ,0                                                 ,2019-03-18                                        ,06:29 AM                                          ,06:32 PM                                          ,03:36 PM                                          ,04:27 AM                                          ,Full Moon                                         ,98                                                ,30                                                ,87                                                ,23                                                ,73                                                ,0.0                                               ,12.0                                              ,7                                                 ,30                                                ,25                                                ,76                                                ,3                                                 ,5                                                 ,330                                               ,113                                               ,NNW                                               ,url                                               ,Clear                                             ,0.0                                               ,33                                                ,10                                                ,1012                                              ,1                                                 ,25                                                ,76                                                ,7                                                 ,45                                                ,25                                                ,76                                                ,4                                                 ,6                                                 ,25                                                ,76                                                ,0                                                 ,87                                                ,0                                                 ,25                                                ,85                                                ,0                                                 ,15                                                ,0                                                 ,0                                                 ,0                                                 ,6                                                 ,1                                                 ,January                                           ,8.6                                               ,47.5                                              ,22.55184                                          ,72.6                                              ,0.26                                              
28.287                                            ,76.917                                            ,LatLon                                            ,Lat 28.29 and Lon 76.92                           ,04:55 PM                                          ,21                                                ,70                                                ,143                                               ,url                                               ,Haze                                              ,0                                                 ,0                                                 ,0                                                 ,N                                                 ,0.0                                               ,53                                                ,3                                                 ,1013                                              ,50                                                ,21                                                ,70                                                ,0                                                 ,2019-03-18                                        ,06:29 AM                                          ,06:32 PM                                          ,03:36 PM                                          ,04:27 AM                                          ,Full Moon                                         ,98                                                ,30                                                ,87                                                ,23                                                ,73                                                ,0.0                                               ,12.0                                              ,7                                                 ,30                                                ,25                                                ,76                                                ,3                                                 ,5                                                 ,330                                               ,113                                               ,NNW                                               ,url                                               ,Clear                                             ,0.0                                               ,33                                                ,10                                                ,1012                                              ,1                                                 ,25                                                ,76                                                ,7                                                 ,45                                                ,25                                                ,76                                                ,4                                                 ,6                                                 ,25                                                ,76                                                ,0                                                 ,87                                                ,0                                                 ,25                                                ,85                                                ,0                                                 ,15                                                ,0                                                 ,0                                                 ,0                                                 ,6                                                 ,1                                                 ,January                                           ,8.6                                               ,47.5                                              ,22.55184                                          ,72.6                                              ,0.26                                              
28.274                                            ,76.906                                            ,LatLon                                            ,Lat 28.27 and Lon 76.91                           ,05:05 PM                                          ,21                                                ,70                                                ,143                                               ,url                                               ,Haze                                              ,0                                                 ,0                                                 ,0                                                 ,N                                                 ,0.0                                               ,53                                                ,3                                                 ,1013                                              ,50                                                ,21                                                ,70                                                ,0                                                 ,2019-03-18                                        ,06:29 AM                                          ,06:32 PM                                          ,03:36 PM                                          ,04:27 AM                                          ,Full Moon                                         ,98                                                ,30                                                ,87                                                ,23                                                ,73                                                ,0.0                                               ,12.0                                              ,7                                                 ,30                                                ,25                                                ,76                                                ,3                                                 ,5                                                 ,330                                               ,113                                               ,NNW                                               ,url                                               ,Clear                                             ,0.0                                               ,33                                                ,10                                                ,1012                                              ,1                                                 ,25                                                ,76                                                ,7                                                 ,45                                                ,25                                                ,76                                                ,4                                                 ,6                                                 ,25                                                ,76                                                ,0                                                 ,87                                                ,0                                                 ,25                                                ,85                                                ,0                                                 ,15                                                ,0                                                 ,0                                                 ,0                                                 ,6                                                 ,1                                                 ,January                                           ,8.6                                               ,47.5                                              ,22.55184                                          ,72.6                                              ,0.26                                              
28.261                                            ,76.896                                            ,LatLon                                            ,Lat 28.26 and Lon 76.90                           ,05:15 PM                                          ,21                                                ,70                                                ,143                                               ,url                                               ,Haze                                              ,0                                                 ,0                                                 ,0                                                 ,N                                                 ,0.0                                               ,53                                                ,3                                                 ,1013                                              ,50                                                ,21                                                ,70                                                ,0                                                 ,2019-03-18                                        ,06:29 AM                                          ,06:32 PM                                          ,03:36 PM                                          ,04:27 AM                                          ,Full Moon                                         ,98                                                ,30                                                ,87                                                ,23                                                ,73                                                ,0.0                                               ,12.0                                              ,7                                                 ,30                                                ,25                                                ,76                                                ,3                                                 ,5                                                 ,330                                               ,113                                               ,NNW                                               ,url                                               ,Clear                                             ,0.0                                               ,33                                                ,10                                                ,1012                                              ,1                                                 ,25                                                ,76                                                ,7                                                 ,45                                                ,25                                                ,76                                                ,4                                                 ,6                                                 ,25                                                ,76                                                ,0                                                 ,87                                                ,0                                                 ,25                                                ,85                                                ,0                                                 ,15                                                ,0                                                 ,0                                                 ,0                                                 ,6                                                 ,1                                                 ,January                                           ,8.6                                               ,47.5                                              ,22.55184                                          ,72.6                                              ,0.26                                              
28.248                                            ,76.885                                            ,LatLon                                            ,Lat 28.25 and Lon 76.89                           ,05:25 PM                                          ,21                                                ,70                                                ,143                                               ,url                                               ,Haze                                              ,0                                                 ,0                                                 ,0                                                 ,N                                                 ,0.0                                               ,53                                                ,3                                                 ,1014                                              ,50                                                ,21                                                ,70                                                ,0                                                 ,2019-03-18                                        ,06:30 AM                                          ,06:33 PM                                          ,03:38 PM                                          ,04:28 AM                                          ,Full Moon                                         ,98                                                ,31                                                ,88                                                ,20                                                ,68                                                ,0.0                                               ,12.0                                              ,7                                                 ,30                                                ,24                                                ,75                                                ,4                                                 ,6                                                 ,317                                               ,113                                               ,NW                                                ,url                                               ,Clear                                             ,0.0                                               ,35                                                ,10                                                ,1013                                              ,0                                                 ,27                                                ,80                                                ,6                                                 ,42                                                ,24                                                ,75                                                ,7                                                 ,12                                                ,27                                                ,80                                                ,0                                                 ,83                                                ,0                                                 ,0                                                 ,89                                                ,0                                                 ,0                                                 ,0                                                 ,0                                                 ,0                                                 ,6                                                 ,1                                                 ,January                                           ,7.8                                               ,46.0                                              ,22.61671                                          ,72.7                                              ,0.08                                              
28.235                                            ,76.875                                            ,LatLon                                            ,Lat 28.24 and Lon 76.88                           ,05:35 PM                                          ,21                                                ,70                                                ,143                                               ,url                                               ,Haze                                              ,0                                                 ,0                                                 ,0                                                 ,N                                                 ,0.0                                               ,53                                                ,3                                                 ,1014                                              ,50                                                ,21                                                ,70                                                ,0                                                 ,2019-03-18                                        ,06:30 AM                                          ,06:33 PM                                          ,03:38 PM                                          ,04:28 AM                                          ,Full Moon                                         ,98                                                ,31                                                ,88                                                ,20                                                ,68                                                ,0.0                                               ,12.0                                              ,7                                                 ,30                                                ,24                                                ,75                                                ,4                                                 ,6                                                 ,317                                               ,113                                               ,NW                                                ,url                                               ,Clear                                             ,0.0                                               ,35                                                ,10                                                ,1013                                              ,0                                                 ,27                                                ,80                                                ,6                                                 ,42                                                ,24                                                ,75                                                ,7                                                 ,12                                                ,27                                                ,80                                                ,0                                                 ,83                                                ,0                                                 ,0                                                 ,89                                                ,0                                                 ,0                                                 ,0                                                 ,0                                                 ,0                                                 ,6                                                 ,1                                                 ,January                                           ,7.8                                               ,46.0                                              ,22.61671                                          ,72.7                                              ,0.08                                              
