lat,lon,types,querys,observation_time,temp_c,temp_f,weathercode,weathericonurl,weatherdesc,windspeedmiles,windspeedkmph,winddirdegree,winddir16point,precipmm,humidity,visibility,pressure,cloudcover,feelslikec,feelslikef,uvindex,day_date,day_sunrise,day_sunset,day_moonrise,day_moonset,day_moon_phase,day_moon_illumination,day_maxtempc,day_maxtempf,day_mintempc,day_mintempf,day_totalsnow_cm,day_sunhour,day_uvindex,hour_times,hour_tempc,hour_tempf,hour_windspeedmiles,hour_windspeedkmph,hour_winddirdegree,hour_weathercode,hour_winddir16point,hour_weathericonurl,hour_weatherdesc,hour_precipmm,hour_humidity,hour_visibility,hour_pressure,hour_cloudcover,hour_heatindexc,hour_heatindexf,hour_dewpointc,hour_dewpointf,hour_windchillc,hour_windchillf,hour_windgustmiles,hour_windgustkmph,hour_feelslikec,hour_feelslikef,hour_chanceofrain,hour_chanceofremdry,hour_chanceofwindy,hour_chanceofovercast,hour_chanceofsunshine,hour_chanceoffrost,hour_chanceofhightemp,hour_chanceoffog,hour_chanceofsnow,hour_chanceofthunder,hour_uvindex,month_index,month_name,month_avgmintemp,month_avgmintemp_f,month_absmaxtemp,month_absmaxtemp_f,month_avgdailyrainfall
28.510                                            ,77.015                                            ,LatLon                                            ,Lat 28.51 and Lon 77.02                           ,02:55 PM                                          ,25                                                ,77                                                ,143                                               ,url                                               ,Haze                                              ,6                                                 ,9                                                 ,40                                                ,NE                                                ,0.0                                               ,39                                                ,4                                                 ,1009                                              ,0                                                 ,25                                                ,78                                                ,0                                                 ,2019-03-19                                        ,06:27 AM                                          ,06:32 PM                                          ,04:44 PM                                          ,05:17 AM                                          ,Full Moon                                         ,98                                                ,32                                                ,89                                                ,23                                                ,73                                                ,0.0                                               ,12.1                                              ,7                                                 ,30                                                ,24                                                ,76                                                ,3                                                 ,4                                                 ,327                                               ,116                                               ,NNW                                               ,url                                               ,Partly cloudy                                     ,0.0                                               ,34                                                ,10                                                ,1011                                              ,21                                                ,25                                                ,76                                                ,7                                                 ,45                                                ,24                                                ,76                                                ,4                                                 ,6                                                 ,25                                                ,76                                                ,0                                                 ,82                                                ,0                                                 ,34                                                ,75                                                ,0                                                 ,17                                                ,0                                                 ,0                                                 ,0                                                 ,6                                                 ,1                                                 ,January                                           ,8.6                                               ,47.5                                              ,22.55184                                          ,72.6                                              ,0.26                                              
28.495                                            ,77.014                                            ,LatLon                                            ,Lat 28.50 and Lon 77.01                           ,03:05 PM                                          ,25                                                ,77                                                ,143                                               ,url                                               ,Haze                                              ,6                                                 ,9                                                 ,40                                                ,NE                                                ,0.0                                               ,39                                                ,4                                                 ,1009                                              ,0                                                 ,25                                                ,78                                                ,0                                                 ,2019-03-19                                        ,06:27 AM                                          ,06:32 PM                                          ,04:44 PM                                          ,05:17 AM                                          ,Full Moon                                         ,98                                                ,32                                                ,89                                                ,23                                                ,73                                                ,0.0                                               ,12.1                                              ,7                                                 ,30                                                ,24                                                ,76                                                ,3                                                 ,4                                                 ,327                                               ,116                                               ,NNW                                               ,url                                               ,Partly cloudy                                     ,0.0                                               ,34                                                ,10                                                ,1011                                              ,21                                                ,25                                                ,76                                                ,7                                                 ,45                                                ,24                                                ,76                                                ,4                                                 ,6                                                 ,25                                                ,76                                                ,0                                                 ,82                                                ,0                                                 ,34                                                ,75                                                ,0                                                 ,17                                                ,0                                                 ,0                                                 ,0                                                 ,6                                                 ,1                                                 ,January                                           ,8.6                                               ,47.5                                              ,22.55184                                          ,72.6                                              ,0.26                                              
28.484                                            ,77.012                                            ,LatLon                                            ,Lat 28.48 and Lon 77.01                           ,03:15 PM                                          ,25                                                ,77                                                ,143                                               ,url                                               ,Haze                                              ,6                                                 ,9                                                 ,40                                                ,NE                                                ,0.0                                               ,39                                                ,4                                                 ,1009                                              ,0                                                 ,25                                                ,78                                                ,0                                                 ,2019-03-19                                        ,06:27 AM                                          ,06:32 PM                                          ,04:44 PM                                          ,05:17 AM                                          ,Full Moon                                         ,98                                                ,32                                                ,89                                                ,23                                                ,73                                                ,0.0                                               ,12.1                                              ,7                                                 ,30                                                ,24                                                ,76                                                ,3                                                 ,4                                                 ,327                                               ,116                                               ,NNW                                               ,url                                               ,Partly cloudy                                     ,0.0                                               ,34                                                ,10                                                ,1011                                              ,21                                                ,25                                                ,76                                                ,7                                                 ,45                                                ,24                                                ,76                                                ,4                                                 ,6                                                 ,25                                                ,76                                                ,0                                                 ,82                                                ,0                                                 ,34                                                ,75                                                ,0                                                 ,17                                                ,0                                                 ,0                                                 ,0                                                 ,6                                                 ,1                                                 ,January                                           ,8.6                                               ,47.5                                              ,22.55184                                          ,72.6                                              ,0.26                                              
28.469                                            ,77.009                                            ,LatLon                                            ,Lat 28.47 and Lon 77.01                           ,03:25 PM                                          ,25                                                ,77                                                ,143                                               ,url                                               ,Haze                                              ,6                                                 ,9                                                 ,80                                                ,E                                                 ,0.0                                               ,39                                                ,4                                                 ,1009                                              ,0                                                 ,25                                                ,78                                                ,0                                                 ,2019-03-19                                        ,06:27 AM                                          ,06:32 PM                                          ,04:44 PM                                          ,05:17 AM                                          ,Full Moon                                         ,98                                                ,32                                                ,89                                                ,23                                                ,73                                                ,0.0                                               ,12.1                                              ,7                                                 ,30                                                ,24                                                ,76                                                ,3                                                 ,4                                                 ,327                                               ,116                                               ,NNW                                               ,url                                               ,Partly cloudy                                     ,0.0                                               ,34                                                ,10                                                ,1011                                              ,21                                                ,25                                                ,76                                                ,7                                                 ,45                                                ,24                                                ,76                                                ,4                                                 ,6                                                 ,25                                                ,76                                                ,0                                                 ,82                                                ,0                                                 ,34                                                ,75                                                ,0                                                 ,17                                                ,0                                                 ,0                                                 ,0                                                 ,6                                                 ,1                                                 ,January                                           ,8.6                                               ,47.5                                              ,22.55184                                          ,72.6                                              ,0.26                                              
28.454                                            ,77.006                                            ,LatLon                                            ,Lat 28.45 and Lon 77.01                           ,03:35 PM                                          ,25                                                ,77                                                ,143                                               ,url                                               ,Haze                                              ,6                                                 ,9                                                 ,80                                                ,E                                                 ,0.0                                               ,39                                                ,4                                                 ,1009                                              ,0                                                 ,25                                                ,78                                                ,0                                                 ,2019-03-19                                        ,06:27 AM                                          ,06:32 PM                                          ,04:44 PM                                          ,05:17 AM                                          ,Full Moon                                         ,98                                                ,32                                                ,89                                                ,23                                                ,73                                                ,0.0                                               ,12.1                                              ,7                                                 ,30                                                ,24                                                ,76                                                ,3                                                 ,4                                                 ,327                                               ,116                                               ,NNW                                               ,url                                               ,Partly cloudy                                     ,0.0                                               ,34                                                ,10                                                ,1011                                              ,21                                                ,25                                                ,76                                                ,7                                                 ,45                                                ,24                                                ,76                                                ,4                                                 ,6                                                 ,25                                                ,76                                                ,0                                                 ,82                                                ,0                                                 ,34                                                ,75                                                ,0                                                 ,17                                                ,0                                                 ,0                                                 ,0                                                 ,6                                                 ,1                                                 ,January                                           ,8.6                                               ,47.5                                              ,22.55184                                          ,72.6                                              ,0.26                                              
28.442                                            ,77.003                                            ,LatLon                                            ,Lat 28.44 and Lon 77.00                           ,03:45 PM                                          ,25                                                ,77                                                ,143                                               ,url                                               ,Haze                                              ,6                                                 ,9                                                 ,80                                                ,E                                                 ,0.0                                               ,39                                                ,4                                                 ,1009                                              ,0                                                 ,25                                                ,78                                                ,0                                                 ,2019-03-19                                        ,06:27 AM                                          ,06:32 PM                                          ,04:44 PM                                          ,05:17 AM                                          ,Full Moon                                         ,98                                                ,32                                                ,89                                                ,23                                                ,73                                                ,0.0                                               ,12.1                                              ,7                                                 ,30                                                ,24                                                ,76                                                ,3                                                 ,4                                                 ,327                                               ,116                                               ,NNW                                               ,url                                               ,Partly cloudy                                     ,0.0                                               ,34                                                ,10                                                ,1011                                              ,21                                                ,25                                                ,76                                                ,7                                                 ,45                                                ,24                                                ,76                                                ,4                                                 ,6                                                 ,25                                                ,76                                                ,0                                                 ,82                                                ,0                                                 ,34                                                ,75                                                ,0                                                 ,17                                                ,0                                                 ,0                                                 ,0                                                 ,6                                                 ,1                                                 ,January                                           ,8.6                                               ,47.5                                              ,22.55184                                          ,72.6                                              ,0.26                                              
28.428                                            ,76.999                                            ,LatLon                                            ,Lat 28.43 and Lon 77.00                           ,03:55 PM                                          ,25                                                ,77                                                ,143                                               ,url                                               ,Haze                                              ,8                                                 ,13                                                ,110                                               ,ESE                                               ,0.0                                               ,39                                                ,4                                                 ,1010                                              ,0                                                 ,25                                                ,78                                                ,0                                                 ,2019-03-19                                        ,06:27 AM                                          ,06:32 PM                                          ,04:44 PM                                          ,05:17 AM                                          ,Full Moon                                         ,98                                                ,32                                                ,89                                                ,23                                                ,73                                                ,0.0                                               ,12.1                                              ,7                                                 ,30                                                ,24                                                ,76                                                ,3                                                 ,4                                                 ,327                                               ,116                                               ,NNW                                               ,url                                               ,Partly cloudy                                     ,0.0                                               ,34                                                ,10                                                ,1011                                              ,21                                                ,25                                                ,76                                                ,7                                                 ,45                                                ,24                                                ,76                                                ,4                                                 ,6                                                 ,25                                                ,76                                                ,0                                                 ,82                                                ,0                                                 ,34                                                ,75                                                ,0                                                 ,17                                                ,0                                                 ,0                                                 ,0                                                 ,6                                                 ,1                                                 ,January                                           ,8.6                                               ,47.5                                              ,22.55184                                          ,72.6                                              ,0.26                                              
28.413                                            ,76.995                                            ,LatLon                                            ,Lat 28.41 and Lon 77.00                           ,04:05 PM                                          ,25                                                ,77                                                ,143                                               ,url                                               ,Haze                                              ,8                                                 ,13                                                ,110                                               ,ESE                                               ,0.0                                               ,39                                                ,4                                                 ,1010                                              ,0                                                 ,25                                                ,78                                                ,0                                                 ,2019-03-19                                        ,06:27 AM                                          ,06:32 PM                                          ,04:44 PM                                          ,05:17 AM                                          ,Full Moon                                         ,98                                                ,32                                                ,89                                                ,23                                                ,73                                                ,0.0                                               ,12.1                                              ,7                                                 ,30                                                ,24                                                ,76                                                ,3                                                 ,4                                                 ,327                                               ,116                                               ,NNW                                               ,url                                               ,Partly cloudy                                     ,0.0                                               ,34                                                ,10                                                ,1011                                              ,21                                                ,25                                                ,76                                                ,7                                                 ,45                                                ,24                                                ,76                                                ,4                                                 ,6                                                 ,25                                                ,76                                                ,0                                                 ,82                                                ,0                                                 ,34                                                ,75                                                ,0                                                 ,17                                                ,0                                                 ,0                                                 ,0                                                 ,6                                                 ,1                                                 ,January                                           ,8.6                                               ,47.5                                              ,22.55184                                          ,72.6                                              ,0.26                                              
28.398                                            ,76.992                                            ,LatLon                                            ,Lat 28.40 and Lon 76.99                           ,04:15 PM                                          ,25                                                ,77                                                ,143                                               ,url                                               ,Haze                                              ,8                                                 ,13                                                ,110                                               ,ESE                                               ,0.0                                               ,39                                                ,4                                                 ,1010                                              ,0                                                 ,25                                                ,78                                                ,0                                                 ,2019-03-19                                        ,06:27 AM                                          ,06:32 PM                                          ,04:44 PM                                          ,05:17 AM                                          ,Full Moon                                         ,98                                                ,32                                                ,89                                                ,23                                                ,73                                                ,0.0                                               ,12.1                                              ,7                                                 ,30                                                ,24                                                ,76                                                ,3                                                 ,4                                                 ,327                                               ,116                                               ,NNW                                               ,url                                               ,Partly cloudy                                     ,0.0                                               ,34                                                ,10                                                ,1011                                              ,21                                                ,25                                                ,76                                                ,7                                                 ,45                                                ,24                                                ,76                                                ,4                                                 ,6                                                 ,25                                                ,76                                                ,0                                                 ,82                                                ,0                                                 ,34                                                ,75                                                ,0                                                 ,17                                                ,0                                                 ,0                                                 ,0                                                 ,6                                                 ,1                                                 ,January                                           ,8.6                                               ,47.5                                              ,22.55184                                          ,72.6                                              ,0.26                                              
28.383                                            ,76.988                                            ,LatLon                                            ,Lat 28.38 and Lon 76.99                           ,04:25 PM                                          ,24                                                ,75                                                ,143                                               ,url                                               ,Haze                                              ,7                                                 ,11                                                ,100                                               ,E                                                 ,0.0                                               ,41                                                ,4                                                 ,1010                                              ,0                                                 ,25                                                ,77                                                ,0                                                 ,2019-03-19                                        ,06:27 AM                                          ,06:32 PM                                          ,04:44 PM                                          ,05:17 AM                                          ,Full Moon                                         ,98                                                ,32                                                ,89                                                ,23                                                ,73                                                ,0.0                                               ,12.1                                              ,7                                                 ,30                                                ,24                                                ,76                                                ,3                                                 ,4                                                 ,327                                               ,116                                               ,NNW                                               ,url                                               ,Partly cloudy                                     ,0.0                                               ,34                                                ,10                                                ,1011                                              ,21                                                ,25                                                ,76                                                ,7                                                 ,45                                                ,24                                                ,76                                                ,4                                                 ,6                                                 ,25                                                ,76                                                ,0                                                 ,82                                                ,0                                                 ,34                                                ,75                                                ,0                                                 ,17                                                ,0                                                 ,0                                                 ,0                                                 ,6                                                 ,1                                                 ,January                                           ,8.6                                               ,47.5                                              ,22.55184                                          ,72.6                                              ,0.26                                              
28.367                                            ,76.985                                            ,LatLon                                            ,Lat 28.37 and Lon 76.99                           ,04:35 PM                                          ,24                                                ,75                                                ,143                                               ,url                                               ,Haze                                              ,7                                                 ,11                                                ,100                                               ,E                                                 ,0.0                                               ,41                                                ,4                                                 ,1010                                              ,0                                                 ,25                                                ,77                                                ,0                                                 ,2019-03-19                                        ,06:27 AM                                          ,06:32 PM                                          ,04:44 PM                                          ,05:17 AM                                          ,Full Moon                                         ,98                                                ,32                                                ,89                                                ,23                                                ,73                                                ,0.0                                               ,12.1                                              ,7                                                 ,30                                                ,24                                                ,76                                                ,3                                                 ,4                                                 ,327                                               ,116                                               ,NNW                                               ,url                                               ,Partly cloudy                                     ,0.0                                               ,34                                                ,10                                                ,1011                                              ,21                                                ,25                                                ,76                                                ,7                                                 ,45                                                ,24                                                ,76                                                ,4                                                 ,6                                                 ,25                                                ,76                                                ,0                                                 ,82                                                ,0                                                 ,34                                                ,75                                                ,0                                                 ,17                                                ,0                                                 ,0                                                 ,0                                                 ,6                                                 ,1                                                 ,January                                           ,8.6                                               ,47.5                                              ,22.55184                                          ,72.6                                              ,0.26                                              
28.352                                            ,76.982                                            ,LatLon                                            ,Lat 28.35 and Lon 76.98                           ,04:45 PM                                          ,24                                                ,75                                                ,143                                               ,url                                               ,Haze                                              ,7                                                 ,11                                                ,100                                               ,E                                                 ,0.0                                               ,41                                                ,4                                                 ,1010                                              ,0                                                 ,25                                                ,77                                                ,0                                                 ,2019-03-19                                        ,06:27 AM                                          ,06:32 PM                                          ,04:44 PM                                          ,05:17 AM                                          ,Full Moon                                         ,98                                                ,32                                                ,89                                                ,23                                                ,73                                                ,0.0                                               ,12.1                                              ,7                                                 ,30                                                ,24                                                ,76                                                ,3                                                 ,4                                                 ,327                                               ,116                                               ,NNW                                               ,url                                               ,Partly cloudy                                     ,0.0                                               ,34                                                ,10                                                ,1011                                              ,21                                                ,25                                                ,76                                                ,7                                                 ,45                                                ,24                                                ,76                                                ,4                                                 ,6                                                 ,25                                                ,76                                                ,0                                                 ,82                                                ,0                                                 ,34                                                ,75                                                ,0                                                 ,17                                                ,0                                                 ,0                                                 ,0                                                 ,6                                                 ,1                                                 ,January                                           ,8.6                                               ,47.5                                              ,22.55184                                          ,72.6                                              ,0.26                                              
