lat,lon,id1,main,description,icon,temp,pressure,humidity,temp_min,temp_max,visibility,speed,deg,clouds,dt,typ,id2,message,country,sunrise,sunset,idn,name
21.265                                            ,73.603                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,307.389                                           ,1011.11                                           ,24                                                ,307.389                                           ,307.389                                           ,None                                              ,2.02                                              ,54.502                                            ,0                                                 ,1552972672                                        ,None                                              ,None                                              ,0.0068                                            ,IN                                                ,1552957869                                        ,1553001357                                        ,1255762                                           ,Songadh                                           
21.134                                            ,73.554                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,307.389                                           ,1011.11                                           ,24                                                ,307.389                                           ,307.389                                           ,None                                              ,2.02                                              ,54.502                                            ,0                                                 ,1552973272                                        ,None                                              ,None                                              ,0.0067                                            ,IN                                                ,1552957881                                        ,1553001369                                        ,1255762                                           ,Songadh                                           
20.998                                            ,73.509                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,307.389                                           ,1011.11                                           ,24                                                ,307.389                                           ,307.389                                           ,None                                              ,2.02                                              ,54.502                                            ,0                                                 ,1552973872                                        ,None                                              ,None                                              ,0.0061                                            ,IN                                                ,1552957890                                        ,1553001379                                        ,1253074                                           ,Vyara                                             
20.860                                            ,73.462                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,308.189                                           ,1011.11                                           ,29                                                ,308.189                                           ,308.189                                           ,None                                              ,2.02                                              ,31.002                                            ,0                                                 ,1552974472                                        ,None                                              ,None                                              ,0.0088                                            ,IN                                                ,1552957902                                        ,1553001392                                        ,1253024                                           ,Waghai                                            
20.733                                            ,73.419                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,308.189                                           ,1011.11                                           ,29                                                ,308.189                                           ,308.189                                           ,None                                              ,2.02                                              ,31.002                                            ,0                                                 ,1552975072                                        ,None                                              ,None                                              ,0.0048                                            ,IN                                                ,1552957911                                        ,1553001402                                        ,1253425                                           ,Vansada                                           
20.616                                            ,73.380                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,308.238                                           ,1011.11                                           ,22                                                ,308.238                                           ,308.238                                           ,None                                              ,0.67                                              ,55.002                                            ,0                                                 ,1552975672                                        ,None                                              ,None                                              ,0.0052                                            ,IN                                                ,1552957921                                        ,1553001411                                        ,1253425                                           ,Vansada                                           
20.499                                            ,73.341                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,308.238                                           ,1011.11                                           ,22                                                ,308.238                                           ,308.238                                           ,None                                              ,0.67                                              ,55.002                                            ,0                                                 ,1552976272                                        ,None                                              ,None                                              ,0.0774                                            ,IN                                                ,1552957930                                        ,1553001421                                        ,1272881                                           ,Dharampur                                         
20.383                                            ,73.303                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,308.238                                           ,1011.11                                           ,22                                                ,308.238                                           ,308.238                                           ,None                                              ,0.67                                              ,55.002                                            ,0                                                 ,1552976872                                        ,None                                              ,None                                              ,0.0061                                            ,IN                                                ,1552957939                                        ,1553001431                                        ,1272881                                           ,Dharampur                                         
20.273                                            ,73.267                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,308.238                                           ,1011.11                                           ,22                                                ,308.238                                           ,308.238                                           ,None                                              ,0.67                                              ,55.002                                            ,0                                                 ,1552977473                                        ,None                                              ,None                                              ,0.0064                                            ,IN                                                ,1552957946                                        ,1553001439                                        ,1256259                                           ,Silvassa                                          
20.162                                            ,73.231                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,308.238                                           ,1011.11                                           ,22                                                ,308.238                                           ,308.238                                           ,None                                              ,0.67                                              ,55.002                                            ,0                                                 ,1552978073                                        ,None                                              ,None                                              ,0.0061                                            ,IN                                                ,1552957955                                        ,1553001448                                        ,1273726                                           ,Union Territory of Dādra and Nagar Haveli         
20.057                                            ,73.197                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,307.738                                           ,1011.11                                           ,24                                                ,307.738                                           ,307.738                                           ,None                                              ,1.42                                              ,216.502                                           ,0                                                 ,1552978673                                        ,None                                              ,None                                              ,0.0911                                            ,IN                                                ,1552957962                                        ,1553001456                                        ,1269106                                           ,Jawhar                                            
20.023                                            ,73.189                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,307.738                                           ,1011.11                                           ,24                                                ,307.738                                           ,307.738                                           ,None                                              ,1.42                                              ,216.502                                           ,0                                                 ,1552979274                                        ,None                                              ,None                                              ,0.0241                                            ,IN                                                ,1552957965                                        ,1553001458                                        ,1269106                                           ,Jawhar                                            
19.990                                            ,73.199                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,307.738                                           ,1011.11                                           ,24                                                ,307.738                                           ,307.738                                           ,None                                              ,1.42                                              ,216.502                                           ,0                                                 ,1552979874                                        ,None                                              ,None                                              ,0.0077                                            ,IN                                                ,1552957962                                        ,1553001456                                        ,1269106                                           ,Jawhar                                            
19.983                                            ,73.205                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,307.738                                           ,1011.11                                           ,24                                                ,307.738                                           ,307.738                                           ,None                                              ,1.42                                              ,216.502                                           ,0                                                 ,1552980474                                        ,None                                              ,None                                              ,0.0107                                            ,IN                                                ,1552957962                                        ,1553001456                                        ,1269106                                           ,Jawhar                                            
19.976                                            ,73.214                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,310.664                                           ,1007.97                                           ,21                                                ,310.664                                           ,310.664                                           ,None                                              ,2.56                                              ,303.002                                           ,0                                                 ,1552981074                                        ,None                                              ,None                                              ,0.0112                                            ,IN                                                ,1552957960                                        ,1553001454                                        ,1269106                                           ,Jawhar                                            
19.970                                            ,73.227                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,310.664                                           ,1007.97                                           ,21                                                ,310.664                                           ,310.664                                           ,None                                              ,2.56                                              ,303.002                                           ,0                                                 ,1552981674                                        ,None                                              ,None                                              ,0.0059                                            ,IN                                                ,1552957955                                        ,1553001449                                        ,1269106                                           ,Jawhar                                            
19.968                                            ,73.237                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,310.664                                           ,1007.97                                           ,21                                                ,310.664                                           ,310.664                                           ,None                                              ,2.56                                              ,303.002                                           ,0                                                 ,1552982274                                        ,None                                              ,None                                              ,0.0079                                            ,IN                                                ,1552957953                                        ,1553001446                                        ,1269106                                           ,Jawhar                                            
19.967                                            ,73.247                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,310.664                                           ,1007.97                                           ,21                                                ,310.664                                           ,310.664                                           ,None                                              ,2.56                                              ,303.002                                           ,0                                                 ,1552982874                                        ,None                                              ,None                                              ,0.0075                                            ,IN                                                ,1552957950                                        ,1553001444                                        ,1269106                                           ,Jawhar                                            
19.977                                            ,73.280                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,310.664                                           ,1007.97                                           ,21                                                ,310.664                                           ,310.664                                           ,None                                              ,2.56                                              ,303.002                                           ,0                                                 ,1552983474                                        ,None                                              ,None                                              ,0.0053                                            ,IN                                                ,1552957943                                        ,1553001437                                        ,1269106                                           ,Jawhar                                            
19.982                                            ,73.289                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,310.664                                           ,1007.97                                           ,21                                                ,310.664                                           ,310.664                                           ,None                                              ,2.56                                              ,303.002                                           ,0                                                 ,1552984075                                        ,None                                              ,None                                              ,0.006                                             ,IN                                                ,1552957941                                        ,1553001434                                        ,1269106                                           ,Jawhar                                            
19.988                                            ,73.296                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,310.664                                           ,1007.97                                           ,21                                                ,310.664                                           ,310.664                                           ,None                                              ,2.56                                              ,303.002                                           ,0                                                 ,1552984675                                        ,None                                              ,None                                              ,0.018                                             ,IN                                                ,1552957938                                        ,1553001432                                        ,1269106                                           ,Jawhar                                            
19.999                                            ,73.305                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,310.664                                           ,1007.97                                           ,21                                                ,310.664                                           ,310.664                                           ,None                                              ,2.56                                              ,303.002                                           ,0                                                 ,1552985275                                        ,None                                              ,None                                              ,0.0056                                            ,IN                                                ,1552957936                                        ,1553001430                                        ,1269106                                           ,Jawhar                                            
20.007                                            ,73.310                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,310.664                                           ,1007.97                                           ,21                                                ,310.664                                           ,310.664                                           ,None                                              ,2.56                                              ,303.002                                           ,0                                                 ,1552985875                                        ,None                                              ,None                                              ,0.0066                                            ,IN                                                ,1552957936                                        ,1553001430                                        ,1269106                                           ,Jawhar                                            
20.025                                            ,73.315                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,310.664                                           ,1007.97                                           ,21                                                ,310.664                                           ,310.664                                           ,None                                              ,2.56                                              ,303.002                                           ,0                                                 ,1552986475                                        ,None                                              ,None                                              ,0.0065                                            ,IN                                                ,1552957936                                        ,1553001429                                        ,1269106                                           ,Jawhar                                            
20.033                                            ,73.316                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,310.664                                           ,1007.97                                           ,21                                                ,310.664                                           ,310.664                                           ,None                                              ,2.56                                              ,303.002                                           ,0                                                 ,1552987075                                        ,None                                              ,None                                              ,0.0054                                            ,IN                                                ,1552957934                                        ,1553001427                                        ,1269106                                           ,Jawhar                                            
20.063                                            ,73.308                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,310.664                                           ,1007.97                                           ,21                                                ,310.664                                           ,310.664                                           ,None                                              ,2.56                                              ,303.002                                           ,0                                                 ,1552987676                                        ,None                                              ,None                                              ,0.0077                                            ,IN                                                ,1552957936                                        ,1553001429                                        ,1269106                                           ,Jawhar                                            
20.073                                            ,73.301                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,310.664                                           ,1007.97                                           ,21                                                ,310.664                                           ,310.664                                           ,None                                              ,2.56                                              ,303.002                                           ,0                                                 ,1552988276                                        ,None                                              ,None                                              ,0.0076                                            ,IN                                                ,1552957939                                        ,1553001432                                        ,1269106                                           ,Jawhar                                            
20.082                                            ,73.290                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,310.664                                           ,1007.97                                           ,21                                                ,310.664                                           ,310.664                                           ,None                                              ,2.56                                              ,303.002                                           ,0                                                 ,1552988876                                        ,None                                              ,None                                              ,0.0085                                            ,IN                                                ,1552957941                                        ,1553001434                                        ,1269106                                           ,Jawhar                                            
20.086                                            ,73.283                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,310.664                                           ,1007.97                                           ,21                                                ,310.664                                           ,310.664                                           ,None                                              ,2.56                                              ,303.002                                           ,0                                                 ,1552989476                                        ,None                                              ,None                                              ,0.0061                                            ,IN                                                ,1552957943                                        ,1553001437                                        ,1269106                                           ,Jawhar                                            
20.090                                            ,73.274                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,310.664                                           ,1007.97                                           ,21                                                ,310.664                                           ,310.664                                           ,None                                              ,2.56                                              ,303.002                                           ,0                                                 ,1552990076                                        ,None                                              ,None                                              ,0.0054                                            ,IN                                                ,1552957946                                        ,1553001439                                        ,1269106                                           ,Jawhar                                            
20.092                                            ,73.265                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,310.664                                           ,1007.97                                           ,21                                                ,310.664                                           ,310.664                                           ,None                                              ,2.56                                              ,303.002                                           ,0                                                 ,1552990676                                        ,None                                              ,None                                              ,0.0041                                            ,IN                                                ,1552957946                                        ,1553001439                                        ,1269106                                           ,Jawhar                                            
20.086                                            ,73.227                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,310.664                                           ,1007.97                                           ,21                                                ,310.664                                           ,310.664                                           ,None                                              ,2.56                                              ,303.002                                           ,0                                                 ,1552991276                                        ,None                                              ,None                                              ,0.0065                                            ,IN                                                ,1552957955                                        ,1553001449                                        ,1269106                                           ,Jawhar                                            
20.083                                            ,73.220                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,308.771                                           ,1007.07                                           ,20                                                ,308.771                                           ,308.771                                           ,None                                              ,3.31                                              ,299.503                                           ,0                                                 ,1552991876                                        ,None                                              ,None                                              ,0.0196                                            ,IN                                                ,1552957958                                        ,1553001451                                        ,1269106                                           ,Jawhar                                            
20.078                                            ,73.214                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,308.771                                           ,1007.07                                           ,20                                                ,308.771                                           ,308.771                                           ,None                                              ,3.31                                              ,299.503                                           ,0                                                 ,1552992477                                        ,None                                              ,None                                              ,0.0071                                            ,IN                                                ,1552957960                                        ,1553001453                                        ,1269106                                           ,Jawhar                                            
20.072                                            ,73.207                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,308.771                                           ,1007.07                                           ,20                                                ,308.771                                           ,308.771                                           ,None                                              ,3.31                                              ,299.503                                           ,0                                                 ,1552993077                                        ,None                                              ,None                                              ,0.0055                                            ,IN                                                ,1552957960                                        ,1553001453                                        ,1269106                                           ,Jawhar                                            
28.551                                            ,77.045                                            ,721                                               ,Haze                                              ,haze                                              ,50n                                               ,301.39                                            ,1009                                              ,28                                                ,300.93                                            ,302.15                                            ,3200                                              ,2.1                                               ,220                                               ,0                                                 ,1553002208                                        ,1                                                 ,9165                                              ,0.0049                                            ,IN                                                ,1552957057                                        ,1553000514                                        ,1257567                                           ,Samālkha                                          
28.545                                            ,77.022                                            ,721                                               ,Haze                                              ,haze                                              ,50n                                               ,300.77                                            ,1009                                              ,34                                                ,300.15                                            ,301.15                                            ,3200                                              ,2.1                                               ,60                                                ,0                                                 ,1553004008                                        ,1                                                 ,9165                                              ,0.0115                                            ,IN                                                ,1552957064                                        ,1553000521                                        ,1257567                                           ,Samālkha                                          
