lat,lon,id1,main,description,icon,temp,pressure,humidity,temp_min,temp_max,visibility,speed,deg,clouds,dt,typ,id2,message,country,sunrise,sunset,idn,name
22.681                                            ,74.153                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,298.105                                           ,1010.92                                           ,42                                                ,298.105                                           ,298.105                                           ,None                                              ,2.12                                              ,211                                               ,0                                                 ,1553052476                                        ,None                                              ,None                                              ,0.0104                                            ,IN                                                ,1553044082                                        ,1553087643                                        ,1273687                                           ,Dahod                                             
22.434                                            ,74.056                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,297.305                                           ,1011.04                                           ,45                                                ,297.305                                           ,297.305                                           ,None                                              ,1.97                                              ,252                                               ,0                                                 ,1553053076                                        ,None                                              ,None                                              ,0.0057                                            ,IN                                                ,1553044104                                        ,1553087665                                        ,1274285                                           ,Chhota Udepur                                     
22.297                                            ,74.003                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,297.305                                           ,1011.04                                           ,45                                                ,297.305                                           ,297.305                                           ,None                                              ,1.97                                              ,252                                               ,0                                                 ,1553053676                                        ,None                                              ,None                                              ,0.0085                                            ,IN                                                ,1553044118                                        ,1553087679                                        ,1274285                                           ,Chhota Udepur                                     
22.162                                            ,73.950                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,297.305                                           ,1011.04                                           ,45                                                ,297.305                                           ,297.305                                           ,None                                              ,1.97                                              ,252                                               ,0                                                 ,1553054276                                        ,None                                              ,None                                              ,0.0052                                            ,IN                                                ,1553044130                                        ,1553087691                                        ,1267370                                           ,Kawant                                            
22.029                                            ,73.899                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,297.305                                           ,1011.04                                           ,45                                                ,297.305                                           ,297.305                                           ,None                                              ,1.97                                              ,252                                               ,0                                                 ,1553054876                                        ,None                                              ,None                                              ,0.012                                             ,IN                                                ,1553044142                                        ,1553087703                                        ,1267370                                           ,Kawant                                            
21.893                                            ,73.845                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,297.355                                           ,1011.24                                           ,42                                                ,297.355                                           ,297.355                                           ,None                                              ,1.87                                              ,259.5                                             ,0                                                 ,1553055476                                        ,None                                              ,None                                              ,0.004                                             ,IN                                                ,1553044156                                        ,1553087718                                        ,1267370                                           ,Kawant                                            
21.755                                            ,73.792                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,297.355                                           ,1011.24                                           ,42                                                ,297.355                                           ,297.355                                           ,None                                              ,1.87                                              ,259.5                                             ,0                                                 ,1553056077                                        ,None                                              ,None                                              ,0.0052                                            ,IN                                                ,1553044168                                        ,1553087730                                        ,1258819                                           ,Rajpipla                                          
21.615                                            ,73.738                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,306.166                                           ,1010.77                                           ,24                                                ,306.166                                           ,306.166                                           ,None                                              ,1.87                                              ,272.502                                           ,0                                                 ,1553056677                                        ,None                                              ,None                                              ,0.0056                                            ,IN                                                ,1553044180                                        ,1553087742                                        ,1258819                                           ,Rajpipla                                          
21.476                                            ,73.684                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,306.166                                           ,1010.77                                           ,24                                                ,306.166                                           ,306.166                                           ,None                                              ,1.87                                              ,272.502                                           ,0                                                 ,1553057277                                        ,None                                              ,None                                              ,0.0049                                            ,IN                                                ,1553044195                                        ,1553087756                                        ,1255762                                           ,Songadh                                           
21.339                                            ,73.631                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,306.166                                           ,1010.77                                           ,24                                                ,306.166                                           ,306.166                                           ,None                                              ,1.87                                              ,272.502                                           ,0                                                 ,1553057877                                        ,None                                              ,None                                              ,0.0039                                            ,IN                                                ,1553044207                                        ,1553087768                                        ,1255762                                           ,Songadh                                           
21.202                                            ,73.579                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,305.716                                           ,1010.85                                           ,30                                                ,305.716                                           ,305.716                                           ,None                                              ,2.92                                              ,282.002                                           ,0                                                 ,1553058477                                        ,None                                              ,None                                              ,0.0123                                            ,IN                                                ,1553044219                                        ,1553087780                                        ,1255762                                           ,Songadh                                           
21.072                                            ,73.533                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,305.716                                           ,1010.85                                           ,30                                                ,305.716                                           ,305.716                                           ,None                                              ,2.92                                              ,282.002                                           ,0                                                 ,1553059078                                        ,None                                              ,None                                              ,0.4098                                            ,IN                                                ,1553044230                                        ,1553087792                                        ,1255762                                           ,Songadh                                           
21.026                                            ,73.513                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,305.716                                           ,1010.85                                           ,30                                                ,305.716                                           ,305.716                                           ,None                                              ,2.92                                              ,282.002                                           ,0                                                 ,1553059678                                        ,None                                              ,None                                              ,0.0051                                            ,IN                                                ,1553044235                                        ,1553087797                                        ,1253074                                           ,Vyara                                             
21.015                                            ,73.505                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,305.966                                           ,1011.29                                           ,35                                                ,305.966                                           ,305.966                                           ,None                                              ,2.77                                              ,313.502                                           ,0                                                 ,1553060278                                        ,None                                              ,None                                              ,0.0061                                            ,IN                                                ,1553044238                                        ,1553087800                                        ,1253074                                           ,Vyara                                             
20.998                                            ,73.491                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,305.966                                           ,1011.29                                           ,35                                                ,305.966                                           ,305.966                                           ,None                                              ,2.77                                              ,313.502                                           ,0                                                 ,1553060878                                        ,None                                              ,None                                              ,0.0048                                            ,IN                                                ,1553044240                                        ,1553087802                                        ,1253074                                           ,Vyara                                             
20.982                                            ,73.477                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,305.966                                           ,1011.29                                           ,35                                                ,305.966                                           ,305.966                                           ,None                                              ,2.77                                              ,313.502                                           ,0                                                 ,1553061478                                        ,None                                              ,None                                              ,0.0112                                            ,IN                                                ,1553044242                                        ,1553087804                                        ,1253074                                           ,Vyara                                             
20.972                                            ,73.468                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,305.966                                           ,1011.29                                           ,35                                                ,305.966                                           ,305.966                                           ,None                                              ,2.77                                              ,313.502                                           ,0                                                 ,1553062078                                        ,None                                              ,None                                              ,0.0051                                            ,IN                                                ,1553044245                                        ,1553087807                                        ,1253074                                           ,Vyara                                             
20.878                                            ,73.390                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,305.966                                           ,1011.29                                           ,35                                                ,305.966                                           ,305.966                                           ,None                                              ,2.77                                              ,313.502                                           ,0                                                 ,1553062678                                        ,None                                              ,None                                              ,0.0101                                            ,IN                                                ,1553044264                                        ,1553087826                                        ,1253425                                           ,Vansada                                           
20.865                                            ,73.383                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,305.966                                           ,1011.29                                           ,35                                                ,305.966                                           ,305.966                                           ,None                                              ,2.77                                              ,313.502                                           ,0                                                 ,1553063279                                        ,None                                              ,None                                              ,0.0056                                            ,IN                                                ,1553044266                                        ,1553087829                                        ,1253425                                           ,Vansada                                           
20.852                                            ,73.377                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,305.966                                           ,1011.29                                           ,35                                                ,305.966                                           ,305.966                                           ,None                                              ,2.77                                              ,313.502                                           ,0                                                 ,1553063879                                        ,None                                              ,None                                              ,0.0061                                            ,IN                                                ,1553044266                                        ,1553087829                                        ,1253425                                           ,Vansada                                           
20.832                                            ,73.370                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,305.966                                           ,1011.29                                           ,35                                                ,305.966                                           ,305.966                                           ,None                                              ,2.77                                              ,313.502                                           ,0                                                 ,1553064479                                        ,None                                              ,None                                              ,0.0065                                            ,IN                                                ,1553044269                                        ,1553087831                                        ,1253425                                           ,Vansada                                           
20.806                                            ,73.363                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,305.966                                           ,1011.29                                           ,35                                                ,305.966                                           ,305.966                                           ,None                                              ,2.77                                              ,313.502                                           ,0                                                 ,1553065079                                        ,None                                              ,None                                              ,0.0134                                            ,IN                                                ,1553044271                                        ,1553087833                                        ,1253425                                           ,Vansada                                           
20.792                                            ,73.360                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,305.966                                           ,1011.29                                           ,35                                                ,305.966                                           ,305.966                                           ,None                                              ,2.77                                              ,313.502                                           ,0                                                 ,1553065679                                        ,None                                              ,None                                              ,0.0065                                            ,IN                                                ,1553044271                                        ,1553087833                                        ,1253425                                           ,Vansada                                           
20.718                                            ,73.347                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,305.966                                           ,1011.29                                           ,35                                                ,305.966                                           ,305.966                                           ,None                                              ,2.77                                              ,313.502                                           ,0                                                 ,1553066279                                        ,None                                              ,None                                              ,0.0041                                            ,IN                                                ,1553044274                                        ,1553087836                                        ,1253425                                           ,Vansada                                           
20.523                                            ,73.310                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,305.866                                           ,1011.25                                           ,31                                                ,305.866                                           ,305.866                                           ,None                                              ,1.97                                              ,277.502                                           ,0                                                 ,1553066879                                        ,None                                              ,None                                              ,0.0057                                            ,IN                                                ,1553044283                                        ,1553087845                                        ,1272881                                           ,Dharampur                                         
20.403                                            ,73.287                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,307.26                                            ,1008.72                                           ,22                                                ,307.26                                            ,307.26                                            ,None                                              ,4.57                                              ,299.502                                           ,0                                                 ,1553067479                                        ,None                                              ,None                                              ,0.0057                                            ,IN                                                ,1553044288                                        ,1553087850                                        ,1272881                                           ,Dharampur                                         
20.285                                            ,73.265                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,307.26                                            ,1008.72                                           ,22                                                ,307.26                                            ,307.26                                            ,None                                              ,4.57                                              ,299.502                                           ,0                                                 ,1553068079                                        ,None                                              ,None                                              ,0.0071                                            ,IN                                                ,1553044293                                        ,1553087855                                        ,1278768                                           ,Amli                                              
20.178                                            ,73.236                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,307.26                                            ,1008.72                                           ,22                                                ,307.26                                            ,307.26                                            ,None                                              ,4.57                                              ,299.502                                           ,0                                                 ,1553068680                                        ,None                                              ,None                                              ,0.0048                                            ,IN                                                ,1553044300                                        ,1553087862                                        ,1273726                                           ,Union Territory of Dādra and Nagar Haveli         
20.074                                            ,73.203                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,308.16                                            ,1008.44                                           ,24                                                ,308.16                                            ,308.16                                            ,None                                              ,4.77                                              ,304.002                                           ,0                                                 ,1553069280                                        ,None                                              ,None                                              ,0.0053                                            ,IN                                                ,1553044309                                        ,1553087872                                        ,1269106                                           ,Jawhar                                            
20.027                                            ,73.189                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,308.16                                            ,1008.44                                           ,24                                                ,308.16                                            ,308.16                                            ,None                                              ,4.77                                              ,304.002                                           ,0                                                 ,1553069880                                        ,None                                              ,None                                              ,0.0073                                            ,IN                                                ,1553044312                                        ,1553087874                                        ,1269106                                           ,Jawhar                                            
19.992                                            ,73.200                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,308.16                                            ,1008.44                                           ,24                                                ,308.16                                            ,308.16                                            ,None                                              ,4.77                                              ,304.002                                           ,0                                                 ,1553070480                                        ,None                                              ,None                                              ,0.0044                                            ,IN                                                ,1553044309                                        ,1553087872                                        ,1269106                                           ,Jawhar                                            
19.982                                            ,73.210                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,308.16                                            ,1008.44                                           ,24                                                ,308.16                                            ,308.16                                            ,None                                              ,4.77                                              ,304.002                                           ,0                                                 ,1553071080                                        ,None                                              ,None                                              ,0.0076                                            ,IN                                                ,1553044307                                        ,1553087870                                        ,1269106                                           ,Jawhar                                            
19.977                                            ,73.218                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,308.16                                            ,1008.44                                           ,24                                                ,308.16                                            ,308.16                                            ,None                                              ,4.77                                              ,304.002                                           ,0                                                 ,1553071680                                        ,None                                              ,None                                              ,0.005                                             ,IN                                                ,1553044305                                        ,1553087867                                        ,1269106                                           ,Jawhar                                            
19.972                                            ,73.230                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,308.16                                            ,1008.44                                           ,24                                                ,308.16                                            ,308.16                                            ,None                                              ,4.77                                              ,304.002                                           ,0                                                 ,1553072280                                        ,None                                              ,None                                              ,0.0058                                            ,IN                                                ,1553044302                                        ,1553087865                                        ,1269106                                           ,Jawhar                                            
19.969                                            ,73.239                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,308.16                                            ,1008.44                                           ,24                                                ,308.16                                            ,308.16                                            ,None                                              ,4.77                                              ,304.002                                           ,0                                                 ,1553072881                                        ,None                                              ,None                                              ,0.0042                                            ,IN                                                ,1553044300                                        ,1553087862                                        ,1269106                                           ,Jawhar                                            
19.967                                            ,73.253                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,308.16                                            ,1008.44                                           ,24                                                ,308.16                                            ,308.16                                            ,None                                              ,4.77                                              ,304.002                                           ,0                                                 ,1553073481                                        ,None                                              ,None                                              ,0.0041                                            ,IN                                                ,1553044297                                        ,1553087860                                        ,1269106                                           ,Jawhar                                            
19.966                                            ,73.262                                            ,800                                               ,Clear                                             ,clear sky                                         ,01d                                               ,308.16                                            ,1008.44                                           ,24                                                ,308.16                                            ,308.16                                            ,None                                              ,4.77                                              ,304.002                                           ,0                                                 ,1553074081                                        ,None                                              ,None                                              ,0.006                                             ,IN                                                ,1553044295                                        ,1553087858                                        ,1269106                                           ,Jawhar                                            
