Timestamp,Date,Callsign,long,Altitude,Speed,Direction,Time,lat
1528913265,2018-06-13,JAI384,23.34227,38000,480,200,T18:07:45Z,74.414314
1528913329,2018-06-13,JAI384,23.210815,38000,481,200,T18:08:49Z,74.362312
1528913389,2018-06-13,JAI384,23.083952,38000,482,200,T18:09:49Z,74.312134
1528913452,2018-06-13,JAI384,22.951231,38000,481,200,T18:10:52Z,74.259644
1528913515,2018-06-13,JAI384,22.818741,38000,478,200,T18:11:55Z,74.207504
1528913576,2018-06-13,JAI384,22.693497,38000,474,199,T18:12:56Z,74.158264
1528913638,2018-06-13,JAI384,22.563171,38000,472,199,T18:13:58Z,74.107155
1528913676,2018-06-13,JAI384,22.486679,38000,471,200,T18:14:36Z,74.077118
1528913765,2018-06-13,JAI384,22.303782,38000,471,199,T18:16:05Z,74.005638
1528913829,2018-06-13,JAI384,22.173386,38000,473,200,T18:17:09Z,73.954865
1528913889,2018-06-13,JAI384,22.048723,38000,475,199,T18:18:09Z,73.906349
1528913954,2018-06-13,JAI384,21.91745,38000,475,199,T18:19:14Z,73.855339
1528914016,2018-06-13,JAI384,21.7864,38000,475,199,T18:20:16Z,73.804474
1528914077,2018-06-13,JAI384,21.66156,38000,477,199,T18:21:17Z,73.756165
1528914139,2018-06-13,JAI384,21.529339,38000,477,199,T18:22:19Z,73.705193
1528914203,2018-06-13,JAI384,21.397177,38000,477,199,T18:23:23Z,73.654022
1528914266,2018-06-13,JAI384,21.265806,38000,476,199,T18:24:26Z,73.603569
1528914330,2018-06-13,JAI384,21.13439,37575,476,197,T18:25:30Z,73.554535
1528914393,2018-06-13,JAI384,20.998215,36650,491,197,T18:26:33Z,73.509033
1528914455,2018-06-13,JAI384,20.860474,35500,484,197,T18:27:35Z,73.462929
1528914518,2018-06-13,JAI384,20.733156,34575,443,197,T18:28:38Z,73.419434
1528914579,2018-06-13,JAI384,20.61673,32750,425,197,T18:29:39Z,73.380432
1528914643,2018-06-13,JAI384,20.499939,30300,415,197,T18:30:43Z,73.341835
1528914704,2018-06-13,JAI384,20.383596,28025,413,197,T18:31:44Z,73.303474
1528914767,2018-06-13,JAI384,20.273966,26375,402,197,T18:32:47Z,73.26722
1528914828,2018-06-13,JAI384,20.162752,24850,385,196,T18:33:48Z,73.231216
1528914893,2018-06-13,JAI384,20.057917,23225,360,196,T18:34:53Z,73.197807
1528914914,2018-06-13,JAI384,20.023561,22525,356,185,T18:35:14Z,73.18927
1528914935,2018-06-13,JAI384,19.990509,21825,351,149,T18:35:35Z,73.199409
1528914942,2018-06-13,JAI384,19.983398,21625,350,138,T18:35:42Z,73.205681
1528914948,2018-06-13,JAI384,19.976715,21400,348,128,T18:35:48Z,73.21402
1528914955,2018-06-13,JAI384,19.970491,21125,345,112,T18:35:55Z,73.22702
1528914963,2018-06-13,JAI384,19.968109,20925,343,101,T18:36:03Z,73.237022
1528914969,2018-06-13,JAI384,19.967558,20750,341,91,T18:36:09Z,73.247246
1528914990,2018-06-13,JAI384,19.977539,20125,336,62,T18:36:30Z,73.280571
1528914996,2018-06-13,JAI384,19.982967,19925,335,55,T18:36:36Z,73.289093
1528915002,2018-06-13,JAI384,19.988617,19775,334,48,T18:36:42Z,73.296074
1528915010,2018-06-13,JAI384,19.999146,19600,329,36,T18:36:50Z,73.305244
1528915017,2018-06-13,JAI384,20.0075,19450,327,28,T18:36:57Z,73.310272
1528915028,2018-06-13,JAI384,20.025375,19175,322,10,T18:37:08Z,73.315643
1528915035,2018-06-13,JAI384,20.033848,19050,319,3,T18:37:15Z,73.316261
1528915056,2018-06-13,JAI384,20.063736,18575,312,334,T18:37:36Z,73.308723
1528915066,2018-06-13,JAI384,20.073372,18400,309,321,T18:37:46Z,73.301529
1528915073,2018-06-13,JAI384,20.082542,18175,307,308,T18:37:53Z,73.290741
1528915079,2018-06-13,JAI384,20.086966,18025,306,300,T18:37:59Z,73.283051
1528915085,2018-06-13,JAI384,20.090223,17900,304,292,T18:38:05Z,73.274811
1528915093,2018-06-13,JAI384,20.092346,17775,300,282,T18:38:13Z,73.265762
1528915119,2018-06-13,JAI384,20.086899,17325,286,245,T18:38:39Z,73.227798
1528915125,2018-06-13,JAI384,20.083008,17225,285,239,T18:38:45Z,73.220787
1528915131,2018-06-13,JAI384,20.078213,17125,285,231,T18:38:51Z,73.214241
1528915138,2018-06-13,JAI384,20.072067,17025,285,222,T18:38:58Z,73.207886
1528915144,2018-06-13,JAI384,20.065969,16950,285,214,T18:39:04Z,73.203156
1528915153,2018-06-13,JAI384,20.055176,16850,283,203,T18:39:13Z,73.197342
1528915160,2018-06-13,JAI384,20.043732,16750,281,193,T18:39:20Z,73.19381
1528915169,2018-06-13,JAI384,20.036133,16675,279,192,T18:39:29Z,73.191994
1528915176,2018-06-13,JAI384,20.024689,16575,279,185,T18:39:36Z,73.190376
1528915182,2018-06-13,JAI384,20.016811,16500,280,185,T18:39:42Z,73.189568
1528915215,2018-06-13,JAI384,19.97374,16125,282,184,T18:40:15Z,73.186012
1528915249,2018-06-13,JAI384,19.929804,15725,283,184,T18:40:49Z,73.182579
1528915282,2018-06-13,JAI384,19.886511,15350,283,184,T18:41:22Z,73.17923
1528915311,2018-06-13,JAI384,19.846802,15025,283,184,T18:41:51Z,73.176109
1528915345,2018-06-13,JAI384,19.802948,14625,284,184,T18:42:25Z,73.172676
1528915379,2018-06-13,JAI384,19.759237,14225,282,184,T18:42:59Z,73.169098
1528915409,2018-06-13,JAI384,19.719948,13900,280,184,T18:43:29Z,73.166
1528915441,2018-06-13,JAI384,19.676697,13500,282,184,T18:44:01Z,73.162468
1528915475,2018-06-13,JAI384,19.633347,13100,277,184,T18:44:35Z,73.158989
1528915510,2018-06-13,JAI384,19.590683,12425,283,184,T18:45:10Z,73.155655
1528915537,2018-06-13,JAI384,19.550264,11775,294,184,T18:45:37Z,73.152412
1528915551,2018-06-13,JAI384,19.533226,11600,294,183,T18:45:51Z,73.151115
1528915562,2018-06-13,JAI384,19.516983,11425,297,183,T18:46:02Z,73.149963
1528915575,2018-06-13,JAI384,19.499475,11225,299,181,T18:46:15Z,73.149368
1528915588,2018-06-13,JAI384,19.483135,11050,298,181,T18:46:28Z,73.149017
1528915605,2018-06-13,JAI384,19.45837,10800,300,180,T18:46:45Z,73.148521
1528915616,2018-06-13,JAI384,19.441406,10625,302,180,T18:46:56Z,73.148247
1528915628,2018-06-13,JAI384,19.424759,10425,301,181,T18:47:08Z,73.147873
1528915641,2018-06-13,JAI384,19.408373,10250,302,181,T18:47:21Z,73.147423
1528915652,2018-06-13,JAI384,19.391739,10075,301,181,T18:47:32Z,73.146927
1528915693,2018-06-13,JAI384,19.337055,9475,296,181,T18:48:13Z,73.145622
1528915700,2018-06-13,JAI384,19.328201,9350,294,181,T18:48:20Z,73.145401
1528915792,2018-06-13,JAI384,19.207123,7750,259,181,T18:49:52Z,73.140549
1528915805,2018-06-13,JAI384,19.190231,7450,241,181,T18:50:05Z,73.140007
1528915816,2018-06-13,JAI384,19.178467,7225,234,181,T18:50:16Z,73.139565
1528915830,2018-06-13,JAI384,19.165421,7000,220,183,T18:50:30Z,73.138832
1528915860,2018-06-13,JAI384,19.135576,6400,202,182,T18:51:00Z,73.137184
1528915870,2018-06-13,JAI384,19.126144,6150,200,182,T18:51:10Z,73.136818
1528915885,2018-06-13,JAI384,19.112,5750,198,181,T18:51:25Z,73.136284
1528915900,2018-06-13,JAI384,19.09852,5475,190,181,T18:51:40Z,73.135834
1528915915,2018-06-13,JAI384,19.085449,5225,183,180,T18:51:55Z,73.135643
1528915930,2018-06-13,JAI384,19.072632,4850,181,186,T18:52:10Z,73.135056
1528915941,2018-06-13,JAI384,19.065144,4575,176,210,T18:52:21Z,73.131691
1528915950,2018-06-13,JAI384,19.060022,4350,173,236,T18:52:30Z,73.125198
1528915960,2018-06-13,JAI384,19.058254,4175,170,264,T18:52:40Z,73.117157
1528915980,2018-06-13,JAI384,19.065903,3825,181,317,T18:53:00Z,73.102242
1528915996,2018-06-13,JAI384,19.076706,3675,185,325,T18:53:16Z,73.094246
1528916006,2018-06-13,JAI384,19.083717,3425,186,325,T18:53:26Z,73.089142
1528916016,2018-06-13,JAI384,19.090164,3225,180,309,T18:53:36Z,73.082916
1528916022,2018-06-13,JAI384,19.09177,3150,175,295,T18:53:42Z,73.07901
1528916046,2018-06-13,JAI384,19.091398,3100,166,267,T18:54:06Z,73.058533
1528916056,2018-06-13,JAI384,19.09108,3100,163,268,T18:54:16Z,73.050255
1528916067,2018-06-13,JAI384,19.090933,3100,160,268,T18:54:27Z,73.042206
1528916077,2018-06-13,JAI384,19.090794,3000,158,269,T18:54:37Z,73.034416
1528916091,2018-06-13,JAI384,19.090759,2825,151,269,T18:54:51Z,73.023277
1528916097,2018-06-13,JAI384,19.090714,2750,149,269,T18:54:57Z,73.018768
1528916108,2018-06-13,JAI384,19.090668,2600,146,269,T18:55:08Z,73.012245
1528916119,2018-06-13,JAI384,19.090576,2475,144,268,T18:55:19Z,73.003952
1528916125,2018-06-13,JAI384,19.090467,2400,144,268,T18:55:25Z,72.999756
1528916131,2018-06-13,JAI384,19.090422,2350,143,269,T18:55:31Z,72.995064
1528916172,2018-06-13,JAI384,19.090073,1825,142,268,T18:56:12Z,72.966286
1528916196,2018-06-13,JAI384,19.089844,1525,141,269,T18:56:36Z,72.94976
1528916213,2018-06-13,JAI384,19.089661,1325,143,269,T18:56:53Z,72.938087
1528916225,2018-06-13,JAI384,19.089661,1175,141,270,T18:57:05Z,72.929794
1528916250,2018-06-13,JAI384,19.089256,875,144,268,T18:57:30Z,72.912514
1528916257,2018-06-13,JAI384,19.089203,800,146,268,T18:57:37Z,72.907677
1528916263,2018-06-13,JAI384,19.089117,725,148,268,T18:57:43Z,72.903427
1528916412,2018-06-13,JAI384,19.090305,0,22,90,T19:00:12Z,72.85878
1528916533,2018-06-13,JAI384,19.090485,0,22,90,T19:02:13Z,72.871948
1528916543,2018-06-13,JAI384,19.090502,0,20,90,T19:02:23Z,72.872917
1528916553,2018-06-13,JAI384,19.090513,0,16,90,T19:02:33Z,72.873802
1528916563,2018-06-13,JAI384,19.090677,0,31,59,T19:02:43Z,72.874397
1528916578,2018-06-13,JAI384,19.091412,0,33,70,T19:02:58Z,72.875
1528916584,2018-06-13,JAI384,19.091412,0,34,90,T19:03:04Z,72.875366
1528916594,2018-06-13,JAI384,19.091423,0,34,90,T19:03:14Z,72.876106
1528916603,2018-06-13,JAI384,19.091526,0,27,64,T19:03:23Z,72.876572
1528916613,2018-06-13,JAI384,19.09203,0,27,2,T19:03:33Z,72.876732
1528916619,2018-06-13,JAI384,19.092306,0,26,359,T19:03:39Z,72.876724
1528916629,2018-06-13,JAI384,19.092737,0,24,28,T19:03:49Z,72.876869
1528916640,2018-06-13,JAI384,19.093121,0,26,33,T19:04:00Z,72.877121
1528916654,2018-06-13,JAI384,19.093918,0,32,25,T19:04:14Z,72.877525
1528916665,2018-06-13,JAI384,19.094433,0,30,30,T19:04:25Z,72.877846
1528916688,2018-06-13,JAI384,19.095566,0,26,22,T19:04:48Z,72.878479
1528916699,2018-06-13,JAI384,19.095984,0,23,326,T19:04:59Z,72.878418
1528916713,2018-06-13,JAI384,19.0961,0,14,255,T19:05:13Z,72.878098
1528916725,2018-06-13,JAI384,19.095955,0,19,241,T19:05:25Z,72.877823
1528916734,2018-06-13,JAI384,19.095829,0,15,239,T19:05:34Z,72.877571
